idade;classe_trabalho;escolaridade;anos_estudo;estado_civil;raca;sexo;UF;região;qtde_filhos;salario
57;Empresário;Mestrado;14;Casado;Branco;Masculino;ES;Sudeste;2;5072
49;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Negro;Feminino;RJ;Sudeste;4;1100
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SP;Sudeste;0;3444
52;Funcionário Público;Ensino Médio Completo;10;Divorciado;Branco;Masculino;PR;Sul;4;5311
56;Funcionário Setor Privado;Ensino Fundamental Completo;6;Divorciado;Branco;Masculino;SC;Sul;3;1100
26;MEI;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;2;5006
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MS;Centro-Oeste;0;1100
25;MEI;Ensino Médio Completo;13;Solteiro;Pardo;Feminino;MT;Centro-Oeste;5;6702
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;GO;Centro-Oeste;2;1100
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;DF;Centro-Oeste;2;1100
48;Autônomo;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;RO;Norte;0;1100
33;Servidor Público;Mestrado;14;Casado;Branco;Masculino;AC;Norte;2;10609
31;Servidor Público;Ensino Médio Incompleto;9;Divorciado;Amarelo;Masculino;AM;Norte;0;1545
26;Autônomo;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RR;Norte;2;1100
37;Servidor Público;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PA;Norte;0;3245
29;;Ensino Médio Completo;10;Divorciado;Branco;Feminino;AP;Norte;1;3884
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;TO;Norte;1;3100
28;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Amarelo;Masculino;MA;Nordeste;2;3174
49;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;PI;Nordeste;2;1100
73;Aposentado;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;CE;Nordeste;4;2369
49;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RN;Nordeste;0;10639
51;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;PB;Nordeste;5;2945
40;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PE;Nordeste;3;3962
24;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Feminino;AL;Nordeste;0;3017
18;Funcionário Setor Privado;Ensino Médio Incompleto;8;Solteiro;Branco;Masculino;SE;Nordeste;2;1100
41;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Negro;Masculino;BA;Nordeste;1;1100
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MG;Sudeste;2;1100
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;ES;Sudeste;5;1100
64;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;RJ;Sudeste;3;1100
50;Autônomo;Mestrado;15;Casado;Branco;Masculino;SP;Sudeste;2;7650
53;Servidor Público;Mestrado;14;Casado;Branco;Masculino;PR;Sul;5;10076
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SC;Sul;2;1100
22;Servidor Público;Ensino Médio Completo;10;Casado;Branco;Masculino;RS;Sul;5;5134
37;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;MS;Centro-Oeste;1;3290
39;Funcionário Público;Mestrado;15;Solteiro;Branco;Masculino;MT;Centro-Oeste;2;8034
30;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Pardo;Masculino;GO;Centro-Oeste;5;2912
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;DF;Centro-Oeste;4;3759
26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;RO;Norte;3;3655
43;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AC;Norte;3;3166
59;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;AM;Norte;3;1100
27;Funcionário Setor Privado;Ensino Médio Incompleto;9;União Estável;Branco;Feminino;RR;Norte;5;1100
55;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Negro;Masculino;PA;Norte;5;1100
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;AP;Norte;1;2558
25;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Feminino;TO;Norte;1;2155
28;Funcionário Setor Privado;Ensino Médio Completo;12;Separado;Branco;Masculino;MA;Nordeste;1;3993
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PI;Nordeste;4;2542
60;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;CE;Nordeste;1;1100
37;Empresário;Ensino Médio Completo;13;Casado;Branco;Feminino;RN;Nordeste;0;16638
25;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Branco;Feminino;PB;Nordeste;1;1100
27;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PE;Nordeste;5;3359
50;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;AL;Nordeste;1;3598
41;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;1;3509
46;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;BA;Nordeste;5;1100
35;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Negro;Feminino;MG;Sudeste;3;2454
21;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;ES;Sudeste;3;2713
35;;Ensino Médio Incompleto;7;Separado;Branco;Feminino;RJ;Sudeste;5;1100
40;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;SP;Sudeste;1;1100
49;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PR;Sul;4;2857
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;SC;Sul;2;2713
43;Empresário;Ensino Médio Completo;13;Divorciado;Branco;Feminino;RS;Sul;0;10821
39;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Negro;Masculino;MS;Centro-Oeste;0;2281
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MT;Centro-Oeste;4;1100
52;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;GO;Centro-Oeste;0;3186
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Masculino;DF;Centro-Oeste;4;2315
20;MEI;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;RO;Norte;1;2875
46;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;AC;Norte;0;3141
24;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AM;Norte;0;3659
29;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Pardo;Masculino;RR;Norte;5;2061
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PA;Norte;4;2123
37;Funcionário Público;Ensino Médio Completo;13;Divorciado;Branco;Feminino;AP;Norte;1;3945
43;Funcionário Público;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;TO;Norte;0;1209
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MA;Nordeste;2;1100
47;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PI;Nordeste;4;1100
61;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;3;1100
21;;Ensino Médio Completo;12;Solteiro;Branco;Masculino;RN;Nordeste;4;2286
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PB;Nordeste;0;1100
60;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Negro;Masculino;PE;Nordeste;3;1100
27;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AL;Nordeste;0;3488
57;Empresário;Ensino Médio Completo;13;Casado;Pardo;Masculino;SE;Nordeste;1;14909
56;Funcionário Setor Privado;Ensino Fundamental Incompleto;2;Casado;Branco;Masculino;BA;Nordeste;3;1100
27;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MG;Sudeste;5;1100
47;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Negro;Feminino;ES;Sudeste;4;1100
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;RJ;Sudeste;2;1100
28;Autônomo;Ensino Médio Incompleto;8;Divorciado;Branco;Feminino;SP;Sudeste;2;1100
43;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;PR;Sul;2;1100
63;Empresário;Ensino Médio Completo;10;Divorciado;Branco;Feminino;SC;Sul;2;16633
22;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;2;3397
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Pardo;Feminino;MS;Centro-Oeste;3;1100
35;Autônomo;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MT;Centro-Oeste;1;1100
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;GO;Centro-Oeste;0;1100
48;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;DF;Centro-Oeste;4;1100
30;Empresário;Ensino Médio Completo;13;Solteiro;Negro;Feminino;RO;Norte;2;10828
31;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AC;Norte;4;2395
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Feminino;AM;Norte;1;1100
57;Servidor Público;Mestrado;14;Casado;Branco;Masculino;RR;Norte;3;9757
41;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Feminino;PA;Norte;0;2403
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;AP;Norte;2;1100
27;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;TO;Norte;3;3019
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MA;Nordeste;1;1100
22;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;PI;Nordeste;1;1100
50;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Negro;Feminino;CE;Nordeste;4;3740
40;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;RN;Nordeste;5;2234
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PB;Nordeste;4;1100
40;;Ensino Médio Completo;12;Divorciado;Branco;Masculino;PE;Nordeste;2;2187
53;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;AL;Nordeste;1;9892
38;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;0;3795
25;Servidor Público;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;BA;Nordeste;3;1967
51;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;MG;Sudeste;5;1100
22;;Ensino Médio Incompleto;8;Solteiro;Negro;Masculino;ES;Sudeste;2;1100
18;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RJ;Sudeste;0;3075
41;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;SP;Sudeste;1;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PR;Sul;3;1100
33;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;SC;Sul;3;3431
67;Aposentado;Ensino Médio Completo;10;Casado;Branco;Masculino;RS;Sul;3;2370
47;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;0;1100
24;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MT;Centro-Oeste;5;3612
32;Empresário;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;GO;Centro-Oeste;1;10996
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;DF;Centro-Oeste;1;1100
25;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Masculino;RO;Norte;3;3242
33;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;AC;Norte;1;3788
55;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AM;Norte;2;2242
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RR;Norte;3;2595
32;Empresário;Mestrado;14;Casado;Branco;Masculino;PA;Norte;3;7292
18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AP;Norte;1;1100
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;TO;Norte;0;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;MA;Nordeste;5;1100
34;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;PI;Nordeste;5;7014
19;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;CE;Nordeste;0;1100
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;RN;Nordeste;5;1100
36;MEI;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PB;Nordeste;5;1770
37;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Negro;Feminino;PE;Nordeste;2;2946
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Feminino;AL;Nordeste;4;1100
52;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;SE;Nordeste;5;3567
48;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;Feminino;BA;Nordeste;4;3365
43;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;MG;Sudeste;0;3462
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;ES;Sudeste;2;1100
57;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Divorciado;Branco;Masculino;RJ;Sudeste;1;1100
37;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;SP;Sudeste;3;2855
39;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Pardo;Feminino;PR;Sul;0;3311
54;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SC;Sul;1;3470
27;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Masculino;RS;Sul;4;2920
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MS;Centro-Oeste;4;1100
65;Funcionário Setor Privado;Ensino Médio Completo;10;Separado;Branco;Feminino;MT;Centro-Oeste;2;2852
30;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;GO;Centro-Oeste;4;3659
22;Funcionário Setor Privado;Ensino Fundamental Completo;5;Solteiro;Branco;Feminino;DF;Centro-Oeste;0;1100
26;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RO;Norte;4;3379
25;Funcionário Setor Privado;Ensino Médio Incompleto;7;Separado;Branco;Masculino;AC;Norte;3;1100
35;;Ensino Médio Completo;11;Casado;Branco;Feminino;AM;Norte;4;3387
47;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;RR;Norte;2;2224
23;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Masculino;PA;Norte;5;3060
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;AP;Norte;2;1100
39;Autônomo;Ensino Médio Completo;10;Solteiro;Pardo;Masculino;TO;Norte;2;3544
55;Funcionário Setor Privado;Doutorado;16;Casado;Branco;Masculino;MA;Nordeste;1;11897
24;Servidor Público;Mestrado;14;União Estável;Pardo;Feminino;PI;Nordeste;1;9752
46;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;CE;Nordeste;1;4226
53;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;5;1100
44;Funcionário Setor Privado;Ensino Médio Incompleto;7;Separado;Negro;Feminino;PB;Nordeste;0;1100
40;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Negro;Feminino;PE;Nordeste;2;1100
48;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;AL;Nordeste;0;3016
26;Funcionário Setor Privado;Ensino Médio Completo;11;Separado;Branco;Feminino;SE;Nordeste;5;3662
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;BA;Nordeste;3;1100
35;;Ensino Médio Incompleto;9;Casado;Branco;Feminino;MG;Sudeste;3;1100
20;;Ensino Médio Completo;10;Solteiro;Branco;Feminino;ES;Sudeste;0;2939
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;RJ;Sudeste;2;1100
37;Empresário;Ensino Médio Incompleto;9;Casado;Branco;Feminino;SP;Sudeste;4;13792
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Pardo;Masculino;PR;Sul;2;1100
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Indígena;Masculino;SC;Sul;4;1100
38;Funcionário Setor Privado;Mestrado;15;Casado;Branco;Masculino;RS;Sul;1;9785
77;Aposentado;Ensino Fundamental Completo;5;Casado;Negro;Masculino;MS;Centro-Oeste;2;1617
42;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;2;1100
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;GO;Centro-Oeste;0;1100
36;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;DF;Centro-Oeste;1;2807
32;Funcionário Público;Ensino Médio Completo;11;Solteiro;Pardo;Masculino;RO;Norte;4;4293
27;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AC;Norte;0;3993
25;Servidor Público;Ensino Médio Completo;10;Divorciado;Branco;Masculino;AM;Norte;2;3856
40;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Masculino;RR;Norte;3;10038
18;;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;PA;Norte;2;1100
49;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AP;Norte;1;2454
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;TO;Norte;2;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MA;Nordeste;2;1100
47;Funcionário Setor Privado;Mestrado;15;Casado;Pardo;Masculino;PI;Nordeste;5;8110
24;Autônomo;Ensino Médio Completo;10;Separado;Branco;Masculino;CE;Nordeste;4;3541
58;;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;RN;Nordeste;1;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PB;Nordeste;2;1100
45;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;PE;Nordeste;0;2599
30;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;Masculino;AL;Nordeste;0;1100
19;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;SE;Nordeste;2;3622
59;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;BA;Nordeste;4;1100
47;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;União Estável;Branco;Feminino;MG;Sudeste;5;1100
41;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Negro;Masculino;ES;Sudeste;0;2440
28;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Masculino;RJ;Sudeste;0;3827
46;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;SP;Sudeste;2;2101
40;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;PR;Sul;5;2578
66;Aposentado;Ensino Fundamental Completo;6;Divorciado;Negro;Feminino;SC;Sul;1;2188
30;Empresário;Ensino Médio Completo;13;Solteiro;Negro;Masculino;RS;Sul;5;12802
44;Autônomo;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MS;Centro-Oeste;0;2776
58;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;4;1100
21;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Solteiro;Branco;Masculino;GO;Centro-Oeste;4;1100
59;Funcionário Setor Privado;Ensino Fundamental Completo;5;Viúvo;Negro;Feminino;DF;Centro-Oeste;5;1100
35;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;2;1511
45;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Negro;Masculino;AC;Norte;0;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;2;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;RR;Norte;0;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PA;Norte;4;2219
48;Funcionário Setor Privado;Ensino Médio Completo;10;Separado;Negro;Feminino;AP;Norte;2;2950
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Feminino;TO;Norte;5;1100
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MA;Nordeste;2;1100
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;PI;Nordeste;0;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;1;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;1;1100
19;;Ensino Fundamental Completo;5;Solteiro;Branco;Feminino;PB;Nordeste;0;1100
37;Empresário;Ensino Médio Completo;12;Casado;Negro;Feminino;PE;Nordeste;2;6038
53;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AL;Nordeste;4;3285
18;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SE;Nordeste;0;2141
38;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;2;3457
34;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MG;Sudeste;5;3444
45;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;ES;Sudeste;2;2881
33;Empresário;Ensino Médio Completo;11;Casado;Branco;Masculino;RJ;Sudeste;4;19436
35;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Feminino;SP;Sudeste;5;2947
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;PR;Sul;4;1100
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;SC;Sul;0;1100
45;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Indígena;Masculino;RS;Sul;5;1100
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;MS;Centro-Oeste;1;1100
50;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;4;1100
38;Empresário;Ensino Médio Completo;13;Casado;Branco;Masculino;GO;Centro-Oeste;2;14694
33;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;DF;Centro-Oeste;3;3487
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;4;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;AC;Norte;5;3684
64;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;1;1100
62;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;RR;Norte;3;3226
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;0;1100
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;AP;Norte;1;1100
61;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;TO;Norte;0;1100
40;Servidor Público;Doutorado;16;Solteiro;Negro;Feminino;MA;Nordeste;2;11067
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PI;Nordeste;3;1100
39;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;CE;Nordeste;3;2474
35;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;RN;Nordeste;0;2463
29;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;PB;Nordeste;3;2920
27;Funcionário Público;Ensino Médio Completo;12;Solteiro;Negro;Masculino;PE;Nordeste;0;3868
20;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;AL;Nordeste;0;2781
34;;Ensino Médio Completo;10;Casado;Branco;Feminino;SE;Nordeste;5;2429
51;Empresário;Mestrado;14;Solteiro;Branco;Masculino;BA;Nordeste;5;19360
45;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Negro;Feminino;MG;Sudeste;5;1100
20;;Ensino Médio Completo;10;Solteiro;Branco;Feminino;ES;Sudeste;1;2069
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RJ;Sudeste;3;2323
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;SP;Sudeste;0;1100
56;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PR;Sul;5;3751
55;Autônomo;Ensino Médio Completo;10;Divorciado;Branco;Feminino;SC;Sul;3;3934
26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;1;2846
46;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MS;Centro-Oeste;0;2355
32;Empresário;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;3;1449
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;GO;Centro-Oeste;4;1100
27;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Solteiro;Branco;Masculino;DF;Centro-Oeste;1;1100
23;Funcionário Setor Privado;Ensino Fundamental Completo;5;União Estável;Branco;Masculino;RO;Norte;3;1100
59;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;AC;Norte;2;1100
26;Funcionário Setor Privado;Ensino Médio Incompleto;8;Solteiro;Amarelo;Masculino;AM;Norte;2;1100
36;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;RR;Norte;2;1100
18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PA;Norte;1;1100
33;Funcionário Setor Privado;Ensino Fundamental Completo;5;Divorciado;Branco;Masculino;AP;Norte;1;1100
60;Autônomo;Ensino Médio Completo;11;Casado;Branco;Feminino;TO;Norte;4;3509
40;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;MA;Nordeste;0;1100
